Name,Email,Year,Gender,Ethnicity,Major,Courses
Terry Anderson,terryanderson@stanford.edu,2018,male,Asian,Materials Science and Engineering,"['MATSCI 150', 'MATSCI 196', 'MATSCI 202', 'MATSCI 302', 'MATSCI 326', 'MATSCI 331', 'MATSCI 381', 'MATSCI 400']"
Douglas Zanchez,douglaszanchez@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 329', 'CS 361', 'CS 395', 'CS 95SI', 'CS 107']"
Arleen Eplin,arleeneplin@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 279', 'CS 345S', 'CS 42', 'CS 107']"
Luke Diaz,lukediaz@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 100', 'CEE 126Z', 'CEE 200B', 'CEE 223A', 'CEE 242R', 'CEE 259', 'CEE 363A', 'CEE 363C']"
Mae Miller,maemiller@stanford.edu,2021,female,Black or African American,Electrical Engineering,"['EE 151', 'EE 195', 'EE 222', 'EE 22N', 'EE 278', 'EE 292C', 'EE 292I', 'EE 336']"
Greg Douglas,gregdouglas@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 248', 'CS 275', 'CS 390T', 'CS 83', 'CS 106B']"
Robert Lott,robertlott@stanford.edu,2020,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME 14N', 'ME 218D', 'ME 225', 'ME 243', 'ME 244', 'ME 265', 'ME 310I', 'ME 451C']"
Patricia Morrison,patriciamorrison@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 106S', 'CS 109', 'CS 194', 'CS 316', 'CS 106B', 'CS 107']"
James Kitchen,jameskitchen@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 192', 'CS 193A', 'CS 275A', 'CS 328', 'CS 448I', 'CS 106B']"
Robert Fowler,robertfowler@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE 103B', 'BIOE 211', 'BIOE 217', 'BIOE 222', 'BIOE 231', 'BIOE 326B', 'BIOE 391', 'BIOE 500']"
Ina Pope,inapope@stanford.edu,2021,female,Other,Management Science and Engineering,"['MS&E 184', 'MS&E 211X', 'MS&E 254', 'MS&E 256A', 'MS&E 262', 'MS&E 272', 'MS&E 297', 'MS&E 299']"
Gary Thomas,garythomas@stanford.edu,2018,male,White,Electrical Engineering,"['EE 153', 'EE 17N', 'EE 236B', 'EE 263', 'EE 292C', 'EE 293B', 'EE 390', 'EE 65']"
James Mcknight,jamesmcknight@stanford.edu,2020,male,Asian,Bioengineering,"['BIOE 236', 'BIOE 285', 'BIOE 300C', 'BIOE 372', 'BIOE 374B', 'BIOE 390', 'BIOE 393', 'BIOE 802']"
Rose Frankum,rosefrankum@stanford.edu,2019,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 269O', 'CS 298', 'CS 83', 'CS 106B']"
Estela Yates,estelayates@stanford.edu,2021,female,Asian,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 142', 'CHEMENG 170', 'CHEMENG 185B', 'CHEMENG 191H', 'CHEMENG 196', 'CHEMENG 450', 'CHEMENG 464']"
Teresa Mcginty,teresamcginty@stanford.edu,2020,female,White,Electrical Engineering,"['EE 102A', 'EE 212', 'EE 218', 'EE 290B', 'EE 327', 'EE 380', 'EE 384B', 'EE 42']"
David Brown,davidbrown@stanford.edu,2018,male,Asian,Computer Science,"['CS 103', 'CS 103', 'CS 106A', 'CS 109', 'CS 263', 'CS 300', 'CS 106B', 'CS 107']"
Alvin Boyd,alvinboyd@stanford.edu,2019,male,Asian,Materials Science and Engineering,"['MATSCI 156', 'MATSCI 163', 'MATSCI 193', 'MATSCI 207', 'MATSCI 208', 'MATSCI 210', 'MATSCI 230', 'MATSCI 82N']"
Lydia Spikes,lydiaspikes@stanford.edu,2021,female,Asian,Civil and Environmental Engineering,"['CEE 101S', 'CEE 162D', 'CEE 172A', 'CEE 222B', 'CEE 231', 'CEE 326', 'CEE 362G', 'CEE 70N']"
Jeanne Deleon,jeannedeleon@stanford.edu,2020,female,Black or African American,Civil and Environmental Engineering,"['CEE 1', 'CEE 101S', 'CEE 174A', 'CEE 200C', 'CEE 205A', 'CEE 229S', 'CEE 265E', 'CEE 363H']"
Douglas Haynes,douglashaynes@stanford.edu,2018,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 142', 'CS 166', 'CS 265', 'CS 106B', 'CS 107']"
Joel Zehner,joelzehner@stanford.edu,2019,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 204', 'CS 352', 'CS 49N', 'CS 95SI', 'CS 106B']"
Rachel Levesque,rachellevesque@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 265', 'CS 319', 'CS 51', 'CS 106B', 'CS 107']"
Shizue Walcott,shizuewalcott@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 100', 'CHEMENG 196', 'CHEMENG 25E', 'CHEMENG 274', 'CHEMENG 466', 'CHEMENG 469', 'CHEMENG 60Q', 'CHEMENG 80Q']"
Annette Quiroz,annettequiroz@stanford.edu,2021,female,Asian,Management Science and Engineering,"['MS&E 208B', 'MS&E 211X', 'MS&E 213', 'MS&E 234', 'MS&E 235', 'MS&E 324', 'MS&E 326', 'MS&E 379']"
Elizabeth Kimble,elizabethkimble@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 135', 'MS&E 208E', 'MS&E 231', 'MS&E 235', 'MS&E 262', 'MS&E 275', 'MS&E 295', 'MS&E 92Q']"
Jonathan Bowling,jonathanbowling@stanford.edu,2019,male,Asian,Management Science and Engineering,"['MS&E 121', 'MS&E 298', 'MS&E 318', 'MS&E 348', 'MS&E 349', 'MS&E 381', 'MS&E 493', 'MS&E 92Q']"
Michelle Bommarito,michellebommarito@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 154', 'CS 161', 'CS 194', 'CS 106B', 'CS 107']"
Pauline Wilson,paulinewilson@stanford.edu,2021,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 159Q', 'MATSCI 199', 'MATSCI 203', 'MATSCI 241', 'MATSCI 300', 'MATSCI 312', 'MATSCI 382', 'MATSCI 400']"
Robert Nooe,robertnooe@stanford.edu,2021,male,Black or African American,Bioengineering,"['BIOE 191X', 'BIOE 222', 'BIOE 241', 'BIOE 36Q', 'BIOE 371', 'BIOE 44', 'BIOE 450', 'BIOE 459']"
John Sutton,johnsutton@stanford.edu,2019,male,White,Civil and Environmental Engineering,"['CEE 174B', 'CEE 224Z', 'CEE 247A', 'CEE 261A', 'CEE 274S', 'CEE 32R', 'CEE 32S', 'CEE 370D']"
Gerald Fields,geraldfields@stanford.edu,2019,male,Other,Mechanical Engineering,"['ME 170B', 'ME 209', 'ME 218D', 'ME 302C', 'ME 316C', 'ME 335A', 'ME 368A', 'ME 372']"
Daniel Collins,danielcollins@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E 140X', 'MS&E 190', 'MS&E 202', 'MS&E 208B', 'MS&E 211X', 'MS&E 336', 'MS&E 338', 'MS&E 389']"
Daniel Diamond,danieldiamond@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 269O', 'CS 369', 'CS 377C', 'CS 106B', 'CS 107']"
Katherine Butler,katherinebutler@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 103A', 'CS 106A', 'CS 107E', 'CS 109', 'CS 161', 'CS 801', 'CS 107']"
Brinda Lambert,brindalambert@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 206', 'MATSCI 210', 'MATSCI 230', 'MATSCI 241', 'MATSCI 321', 'MATSCI 343', 'MATSCI 358', 'MATSCI 359']"
Stacey Kneip,staceykneip@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 106S', 'CS 109', 'CS 142', 'CS 161', 'CS 106B', 'CS 107']"
Louis Sprague,louissprague@stanford.edu,2021,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 265', 'CS 333', 'CS 393', 'CS 106B']"
Matt Boyd,mattboyd@stanford.edu,2018,male,Asian,Electrical Engineering,"['EE 104', 'EE 169', 'EE 236B', 'EE 254', 'EE 263', 'EE 292B', 'EE 292H', 'EE 380']"
Michelle Zager,michellezager@stanford.edu,2018,female,Asian,Electrical Engineering,"['EE 153', 'EE 234', 'EE 243', 'EE 292C', 'EE 312', 'EE 334', 'EE 355', 'EE 392E']"
Benjamin Giddens,benjamingiddens@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 108', 'CS 109', 'CS 161', 'CS 476A', 'CS 106B', 'CS 107']"
Deborah Wells,deborahwells@stanford.edu,2020,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 120A', 'CHEMENG 162', 'CHEMENG 185A', 'CHEMENG 191H', 'CHEMENG 25E', 'CHEMENG 31N', 'CHEMENG 420']"
Christina Manzanares,christinamanzanares@stanford.edu,2018,female,American Indian or Alaskan Native,Electrical Engineering,"['EE 100', 'EE 107', 'EE 190', 'EE 214B', 'EE 308', 'EE 320', 'EE 334', 'EE 388']"
Manuel Thornton,manuelthornton@stanford.edu,2020,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 101S', 'CEE 131C', 'CEE 239', 'CEE 259A', 'CEE 263G', 'CEE 285A', 'CEE 371L', 'CEE 381']"
Tristan Urias,tristanurias@stanford.edu,2021,male,Asian,Electrical Engineering,"['EE 133', 'EE 179', 'EE 195', 'EE 284', 'EE 309', 'EE 311', 'EE 328', 'EE 334']"
John Hennen,johnhennen@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 224N', 'CS 255', 'CS 399', 'CS 106B', 'CS 107']"
Joyce Sanchez,joycesanchez@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 130', 'CHEMENG 185B', 'CHEMENG 310', 'CHEMENG 432', 'CHEMENG 442', 'CHEMENG 462', 'CHEMENG 500', 'CHEMENG 520']"
Peter Goble,petergoble@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 103A', 'CS 106A', 'CS 106B', 'CS 109', 'CS 62N', 'CS 106B', 'CS 107']"
Chester Harwood,chesterharwood@stanford.edu,2018,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 194W', 'CS 223A', 'CS 329', 'CS 340', 'CS 106B']"
Rodney Kelly,rodneykelly@stanford.edu,2020,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME 21', 'ME 242B', 'ME 342A', 'ME 352C', 'ME 374', 'ME 376A', 'ME 469B', 'ME 491']"
James Wiley,jameswiley@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 155', 'CS 161', 'CS 275', 'CS 106B', 'CS 107']"
John Johnson,johnjohnson@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 390Q', 'CS 448H', 'CS 106B', 'CS 107']"
Justin Wright,justinwright@stanford.edu,2020,male,Other,Materials Science and Engineering,"['MATSCI 172', 'MATSCI 175', 'MATSCI 202', 'MATSCI 230', 'MATSCI 343', 'MATSCI 358', 'MATSCI 400', 'MATSCI 81N']"
Lucy Boone,lucyboone@stanford.edu,2019,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 120B', 'CHEMENG 160', 'CHEMENG 162', 'CHEMENG 399', 'CHEMENG 410', 'CHEMENG 454', 'CHEMENG 510', 'CHEMENG 515']"
Rosie Lester,rosielester@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 107E', 'CS 109', 'CS 240', 'CS 294W', 'CS 52', 'CS 107']"
Elizabeth Moczygemba,elizabethmoczygemba@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA 115N', 'AA 214C', 'AA 215B', 'AA 222', 'AA 229', 'AA 256', 'AA 260', 'AA 301']"
Margie Carter,margiecarter@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 142', 'CHEMENG 190H', 'CHEMENG 35N', 'CHEMENG 420', 'CHEMENG 451', 'CHEMENG 459', 'CHEMENG 513', 'CHEMENG 515']"
Carol Roland,carolroland@stanford.edu,2020,female,White,Electrical Engineering,"['EE 103', 'EE 155', 'EE 204S', 'EE 292I', 'EE 311', 'EE 315', 'EE 356A', 'EE 369C']"
Anthony Engelhardt,anthonyengelhardt@stanford.edu,2019,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 107E', 'CS 109', 'CS 161', 'CS 228', 'CS 51', 'CS 107']"
Phyllis Mccasland,phyllismccasland@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 110B', 'ME 137', 'ME 206A', 'ME 218C', 'ME 224', 'ME 373', 'ME 410A', 'ME 472']"
Michael Elkins,michaelelkins@stanford.edu,2018,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 359', 'CS 399', 'CS 106B', 'CS 107']"
Cynthia Reid,cynthiareid@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 196', 'CS 244B', 'CS 28', 'CS 345S', 'CS 448B', 'CS 107']"
Elton Carroll,eltoncarroll@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 379C', 'CS 9', 'CS 106B', 'CS 107']"
Candy Dodimead,candydodimead@stanford.edu,2018,female,Other,Electrical Engineering,"['EE 190', 'EE 236B', 'EE 252', 'EE 292L', 'EE 293B', 'EE 364B', 'EE 373A', 'EE 376B']"
Darren Barnhart,darrenbarnhart@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 246H', 'CS 375', 'CS 390B', 'CS 96SI', 'CS 107']"
Deanne Lugo,deannelugo@stanford.edu,2019,female,White,Management Science and Engineering,"['MS&E 254', 'MS&E 263', 'MS&E 274', 'MS&E 297', 'MS&E 325', 'MS&E 349', 'MS&E 371', 'MS&E 384']"
Michelle Dudley,michelledudley@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 199P', 'CS 240', 'CS 333', 'CS 107']"
Lula Loftis,lulaloftis@stanford.edu,2020,female,Black or African American,Bioengineering,"['BIOE 191X', 'BIOE 201C', 'BIOE 244', 'BIOE 261', 'BIOE 335', 'BIOE 342A', 'BIOE 370', 'BIOE 371']"
Theresa Wengerd,theresawengerd@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 274', 'CHEMENG 320', 'CHEMENG 399', 'CHEMENG 484', 'CHEMENG 510', 'CHEMENG 517', 'CHEMENG 802']"
Christine Duncan,christineduncan@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 150', 'MATSCI 195', 'MATSCI 197', 'MATSCI 201', 'MATSCI 204', 'MATSCI 206', 'MATSCI 210']"
Andrea Pagano,andreapagano@stanford.edu,2021,female,Asian,Bioengineering,"['BIOE 123', 'BIOE 158', 'BIOE 221G', 'BIOE 223', 'BIOE 313', 'BIOE 375A', 'BIOE 70Q', 'BIOE 802']"
Suzan Moss,suzanmoss@stanford.edu,2018,female,White,Management Science and Engineering,"['MS&E 183', 'MS&E 208C', 'MS&E 213', 'MS&E 284', 'MS&E 330', 'MS&E 348', 'MS&E 349', 'MS&E 463']"
Michael Bledsoe,michaelbledsoe@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 241', 'CEE 243', 'CEE 262A', 'CEE 279W', 'CEE 32U', 'CEE 362', 'CEE 375A', 'CEE 6']"
Evelyn Reed,evelynreed@stanford.edu,2018,female,Black or African American,Computer Science,"['CS 103', 'CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 194H', 'CS 106B', 'CS 107']"
Scott Stacy,scottstacy@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 106AP', 'CS 109', 'CS 161', 'CS 329', 'CS 390U', 'CS 106B']"
Sandra Moravek,sandramoravek@stanford.edu,2019,female,White,Electrical Engineering,"['EE 100', 'EE 205', 'EE 292C', 'EE 311', 'EE 320', 'EE 327', 'EE 359', 'EE 369A']"
Deborah Moore,deborahmoore@stanford.edu,2021,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 199', 'CS 232', 'CS 95SI', 'CS 107']"
Valerie Soto,valeriesoto@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 145', 'MATSCI 150', 'MATSCI 152', 'MATSCI 210', 'MATSCI 299', 'MATSCI 300', 'MATSCI 381']"
Michelle Mitchell,michellemitchell@stanford.edu,2018,female,American Indian or Alaskan Native,Bioengineering,"['BIOE 211', 'BIOE 224', 'BIOE 301D', 'BIOE 326B', 'BIOE 32Q', 'BIOE 334', 'BIOE 391', 'BIOE 51']"
Alfredo Brown,alfredobrown@stanford.edu,2018,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 332', 'CS 349', 'CS 375', 'CS 106B']"
Robert Gulley,robertgulley@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA 203', 'AA 214C', 'AA 215A', 'AA 241X', 'AA 244A', 'AA 244B', 'AA 251', 'AA 284B']"
Ryan Kwak,ryankwak@stanford.edu,2019,male,Asian,Management Science and Engineering,"['MS&E 208C', 'MS&E 211X', 'MS&E 235', 'MS&E 238A', 'MS&E 272', 'MS&E 334', 'MS&E 446A', 'MS&E 489']"
Willie Mcdonald,williemcdonald@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 20', 'CS 224W', 'CS 106B', 'CS 107']"
Garrett Mendoza,garrettmendoza@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 206', 'CS 251', 'CS 267', 'CS 106B', 'CS 107']"
Jennifer Zamora,jenniferzamora@stanford.edu,2019,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 326A', 'CS 349', 'CS 106B', 'CS 107']"
Lizette Soderberg,lizettesoderberg@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 140', 'CS 161', 'CS 203', 'CS 326', 'CS 327A', 'CS 107']"
Nicholas Chalfant,nicholaschalfant@stanford.edu,2021,male,Black or African American,Management Science and Engineering,"['MS&E 111', 'MS&E 177', 'MS&E 265', 'MS&E 310', 'MS&E 316', 'MS&E 355', 'MS&E 383', 'MS&E 489']"
Lloyd Mcdonnell,lloydmcdonnell@stanford.edu,2018,male,White,Bioengineering,"['BIOE 158', 'BIOE 219', 'BIOE 256', 'BIOE 279', 'BIOE 284B', 'BIOE 371', 'BIOE 70Q', 'BIOE 802']"
Lydia Lee,lydialee@stanford.edu,2019,female,Black or African American,Electrical Engineering,"['EE 101B', 'EE 178', 'EE 236A', 'EE 340', 'EE 348', 'EE 377', 'EE 386', 'EE 392K']"
James Jackman,jamesjackman@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 224S', 'CS 361', 'CS 571', 'CS 106B']"
Virginia Eisenhauer,virginiaeisenhauer@stanford.edu,2019,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 229', 'CS 28', 'CS 294W', 'CS 334A', 'CS 106B']"
Walter Meeks,waltermeeks@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 247', 'CS 341', 'CS 468', 'CS 106B', 'CS 107']"
Benjamin Auten,benjaminauten@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 141', 'ME 20N', 'ME 268', 'ME 277', 'ME 302A', 'ME 453A', 'ME 485', 'ME 801']"
Jacob Blodgett,jacobblodgett@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 315B', 'CS 62N', 'CS 106B', 'CS 107']"
Mildred Rossbach,mildredrossbach@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 276', 'CS 390V', 'CS 106B', 'CS 107']"
Roy Mitchell,roymitchell@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 173', 'CS 227B', 'CS 248', 'CS 390P', 'CS 96SI', 'CS 107']"
Pauletta Morales,paulettamorales@stanford.edu,2019,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 224U', 'CS 264', 'CS 106B', 'CS 107']"
Margaret Cusick,margaretcusick@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 248', 'CS 275A', 'CS 547', 'CS 106B']"
John Koester,johnkoester@stanford.edu,2019,male,Other,Bioengineering,"['BIOE 215', 'BIOE 221G', 'BIOE 231', 'BIOE 301C', 'BIOE 311', 'BIOE 333', 'BIOE 376', 'BIOE 377']"
Christopher Walker,christopherwalker@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 20', 'CS 332', 'CS 377C', 'CS 106B']"
Isaac Principe,isaacprincipe@stanford.edu,2021,male,Other,Materials Science and Engineering,"['MATSCI 145', 'MATSCI 159Q', 'MATSCI 199', 'MATSCI 316', 'MATSCI 322', 'MATSCI 399', 'MATSCI 400', 'MATSCI 801']"
Miguel Washburn,miguelwashburn@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 109', 'CS 199P', 'CS 448I', 'CS 499', 'CS 56N']"
Patricia Williams,patriciawilliams@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 544', 'CS 96SI', 'CS 106B', 'CS 107']"
George Corscadden,georgecorscadden@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 133G', 'CEE 258', 'CEE 259', 'CEE 259B', 'CEE 262E', 'CEE 294', 'CEE 32U', 'CEE 362']"
Edgar Capdeville,edgarcapdeville@stanford.edu,2019,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 140X', 'MS&E 238', 'MS&E 256', 'MS&E 282', 'MS&E 330', 'MS&E 372', 'MS&E 403', 'MS&E 802']"
Hans Kail,hanskail@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 109L', 'CS 161', 'CS 208E', 'CS 106B', 'CS 107']"
Leonard Haverstock,leonardhaverstock@stanford.edu,2018,male,Asian,Mechanical Engineering,"['ME 139', 'ME 141', 'ME 337', 'ME 338', 'ME 367', 'ME 369', 'ME 414', 'ME 469']"
Brian Huff,brianhuff@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 279', 'CS 390V', 'CS 499', 'CS 106B']"
Drew West,drewwest@stanford.edu,2019,male,Other,Mechanical Engineering,"['ME 177', 'ME 21', 'ME 229', 'ME 271E', 'ME 309', 'ME 338B', 'ME 420', 'ME 801']"
Natalie Jacobs,nataliejacobs@stanford.edu,2019,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 273', 'MS&E 275', 'MS&E 330', 'MS&E 351', 'MS&E 365', 'MS&E 371', 'MS&E 384', 'MS&E 475B']"
Angelo Wright,angelowright@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 224', 'ME 25N', 'ME 262', 'ME 410A', 'ME 412', 'ME 463', 'ME 70', 'ME 802']"
Jerry Davis,jerrydavis@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA 118N', 'AA 214B', 'AA 215A', 'AA 228', 'AA 284B', 'AA 290', 'AA 291', 'AA 300']"
Rowena Taylor,rowenataylor@stanford.edu,2020,female,Asian,Computer Science,"['CS 103', 'CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 547', 'CS 82', 'CS 106B']"
Pamela Heyman,pamelaheyman@stanford.edu,2020,female,American Indian or Alaskan Native,Bioengineering,"['BIOE 221G', 'BIOE 282', 'BIOE 291', 'BIOE 300C', 'BIOE 301B', 'BIOE 301D', 'BIOE 313', 'BIOE 500']"
Lyle Weems,lyleweems@stanford.edu,2019,male,White,Electrical Engineering,"['EE 21N', 'EE 290C', 'EE 293B', 'EE 314A', 'EE 376A', 'EE 382C', 'EE 384A', 'EE 46']"
Patricia Barash,patriciabarash@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 109L', 'CS 161', 'CS 329', 'CS 106B', 'CS 107']"
Shani Wells,shaniwells@stanford.edu,2018,female,Other,Mechanical Engineering,"['ME 220', 'ME 297', 'ME 303', 'ME 306', 'ME 348', 'ME 352B', 'ME 492', 'ME 80']"
Mary Blazer,maryblazer@stanford.edu,2020,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 178', 'MS&E 193', 'MS&E 348', 'MS&E 349', 'MS&E 381', 'MS&E 387', 'MS&E 391', 'MS&E 446A']"
Renee Corbett,reneecorbett@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 349', 'CS 9', 'CS 106B', 'CS 107']"
Graig Maxwell,graigmaxwell@stanford.edu,2020,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA 115N', 'AA 141', 'AA 252', 'AA 257', 'AA 277', 'AA 279C', 'AA 297', 'AA 300']"
James Campos,jamescampos@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106E', 'CS 109', 'CS 161', 'CS 168', 'CS 106B', 'CS 107']"
Lydia Oberlin,lydiaoberlin@stanford.edu,2019,female,Asian,Mechanical Engineering,"['ME 110', 'ME 11SC', 'ME 13AX', 'ME 202', 'ME 300B', 'ME 351B', 'ME 355', 'ME 450']"
Jared Knutson,jaredknutson@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 168', 'CS 224W', 'CS 428', 'CS 106B', 'CS 107']"
Mark Bowen,markbowen@stanford.edu,2019,male,Other,Electrical Engineering,"['EE 104', 'EE 109', 'EE 17N', 'EE 191A', 'EE 213', 'EE 233', 'EE 264', 'EE 386']"
Anne Crockette,annecrockette@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 150', 'CHEMENG 190H', 'CHEMENG 25B', 'CHEMENG 300', 'CHEMENG 484', 'CHEMENG 515', 'CHEMENG 600', 'CHEMENG 90Q']"
