Name,Email,Year,Gender,Ethnicity,Major,Courses
James Traino,jamestraino@stanford.edu,2020,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS273A', 'CS295', 'CS332', 'CS45N']"
Wiley Cozzolino,wileycozzolino@stanford.edu,2021,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109L', 'CS229T', 'CS390S', 'CS49N']"
Jonathan Parker,jonathanparker@stanford.edu,2018,male,Asian,Aeronautics and Astronautics,"['AA200', 'AA203', 'AA208', 'AA210A', 'AA214B', 'AA218', 'AA236C', 'AA242B']"
Patricia Price,patriciaprice@stanford.edu,2018,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG170', 'CHEMENG191H', 'CHEMENG442', 'CHEMENG466', 'CHEMENG484', 'CHEMENG505', 'CHEMENG516', 'CHEMENG520']"
Karri Meadows,karrimeadows@stanford.edu,2021,female,Black or African American,Chemical Engineering,"['CHEMENG185A', 'CHEMENG274', 'CHEMENG420', 'CHEMENG442', 'CHEMENG470', 'CHEMENG503', 'CHEMENG60Q', 'CHEMENG802']"
Patricia Cusimano,patriciacusimano@stanford.edu,2021,female,Other,Electrical Engineering,"['EE104', 'EE205', 'EE216', 'EE292E', 'EE293B', 'EE315', 'EE382A', 'EE387']"
John Miles,johnmiles@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS194', 'CS231N', 'CS276', 'CS371']"
Richard Boll,richardboll@stanford.edu,2021,male,Black or African American,Mechanical Engineering,"['ME12N', 'ME216C', 'ME250', 'ME25N', 'ME306', 'ME395', 'ME453B', 'ME500']"
Tamara Sumner,tamarasumner@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS155', 'CS229T', 'CS329M', 'CS802']"
John Bunn,johnbunn@stanford.edu,2021,male,Black or African American,Bioengineering,"['BIOE103', 'BIOE221', 'BIOE229', 'BIOE242', 'BIOE333', 'BIOE371', 'BIOE386', 'BIOE393']"
Julia Broadwater,juliabroadwater@stanford.edu,2020,female,White,Materials Science and Engineering,"['MATSCI142', 'MATSCI156', 'MATSCI158', 'MATSCI161', 'MATSCI174', 'MATSCI197', 'MATSCI353', 'MATSCI84N']"
Lillian Hetzel,lillianhetzel@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE140', 'BIOE256', 'BIOE279', 'BIOE301D', 'BIOE361', 'BIOE375A', 'BIOE484', 'BIOE51']"
Michael Ramirez,michaelramirez@stanford.edu,2018,male,Asian,Electrical Engineering,"['EE118', 'EE168', 'EE190', 'EE207', 'EE22N', 'EE266', 'EE303', 'EE334']"
Nola Medina,nolamedina@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE103', 'BIOE10N', 'BIOE140', 'BIOE220', 'BIOE221G', 'BIOE300A', 'BIOE300B', 'BIOE51']"
Devon Henson,devonhenson@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS232', 'CS276', 'CS331B', 'CS390Q']"
Sylvia Willis,sylviawillis@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS399', 'CS448']"
Russell Tiburcio,russelltiburcio@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI165', 'MATSCI192', 'MATSCI205', 'MATSCI358', 'MATSCI380', 'MATSCI400', 'MATSCI81N', 'MATSCI82N']"
Crystal Haas,crystalhaas@stanford.edu,2020,female,White,Civil and Environmental Engineering,"['CEE226', 'CEE227', 'CEE248', 'CEE251', 'CEE258', 'CEE32F', 'CEE363C', 'CEE802']"
Luther Ford,lutherford@stanford.edu,2018,male,White,Electrical Engineering,"['EE109', 'EE134', 'EE153', 'EE178', 'EE195', 'EE255', 'EE290F', 'EE369B']"
Robin Seley,robinseley@stanford.edu,2018,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS146', 'CS161', 'CS1C', 'CS239']"
Peter Rainey,peterrainey@stanford.edu,2020,male,Black or African American,Chemical Engineering,"['CHEMENG150', 'CHEMENG191H', 'CHEMENG25B', 'CHEMENG444', 'CHEMENG503', 'CHEMENG510', 'CHEMENG514', 'CHEMENG523']"
Patricia Bartsch,patriciabartsch@stanford.edu,2020,female,Asian,Aeronautics and Astronautics,"['AA100', 'AA121Q', 'AA203', 'AA210B', 'AA236C', 'AA242B', 'AA279B', 'AA284C']"
Herbert Buckland,herbertbuckland@stanford.edu,2019,male,Asian,Aeronautics and Astronautics,"['AA120Q', 'AA121Q', 'AA122N', 'AA201B', 'AA250', 'AA271A', 'AA273', 'AA291']"
Edward Yamakawa,edwardyamakawa@stanford.edu,2019,male,Other,Materials Science and Engineering,"['MATSCI10SC', 'MATSCI159Q', 'MATSCI175', 'MATSCI204', 'MATSCI301', 'MATSCI326', 'MATSCI359', 'MATSCI802']"
Doris Wilson,doriswilson@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS110', 'CS147', 'CS275B', 'CS41', 'CS522']"
Felipe Putney,felipeputney@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG120B', 'CHEMENG160', 'CHEMENG181', 'CHEMENG31N', 'CHEMENG340', 'CHEMENG466', 'CHEMENG505', 'CHEMENG507']"
Angela Lester,angelalester@stanford.edu,2018,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E223', 'MS&E256A', 'MS&E310', 'MS&E336', 'MS&E351', 'MS&E388', 'MS&E390', 'MS&E92Q']"
Larry Imfeld,larryimfeld@stanford.edu,2018,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E145', 'MS&E152', 'MS&E250B', 'MS&E322', 'MS&E348', 'MS&E374', 'MS&E380', 'MS&E403']"
Mark Epps,markepps@stanford.edu,2021,male,Other,Aeronautics and Astronautics,"['AA240A', 'AA241B', 'AA241X', 'AA244B', 'AA248E', 'AA279A', 'AA283', 'AA290']"
Carol Mcgill,carolmcgill@stanford.edu,2019,female,Asian,Mechanical Engineering,"['ME206B', 'ME216B', 'ME28SI', 'ME320', 'ME352A', 'ME357', 'ME386', 'ME393']"
Amanda Odell,amandaodell@stanford.edu,2021,female,Asian,Management Science and Engineering,"['MS&E112', 'MS&E120', 'MS&E326', 'MS&E330', 'MS&E333', 'MS&E338', 'MS&E380', 'MS&E450']"
Henry Cronin,henrycronin@stanford.edu,2020,male,White,Bioengineering,"['BIOE103B', 'BIOE10N', 'BIOE140', 'BIOE201C', 'BIOE224', 'BIOE284B', 'BIOE374B', 'BIOE459']"
Yvonne Sharp,yvonnesharp@stanford.edu,2018,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS294W', 'CS316', 'CS390C', 'CS390Q', 'CS428']"
Raymond Anderson,raymondanderson@stanford.edu,2021,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS193A', 'CS232', 'CS375', 'CS402L', 'CS42']"
Jaime Mcpherson,jaimemcpherson@stanford.edu,2021,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS264', 'CS344', 'CS395']"
Ray France,rayfrance@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106A', 'CS148', 'CS196', 'CS224U', 'CS231N', 'CS275']"
Janie Keith,janiekeith@stanford.edu,2020,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS131', 'CS161', 'CS243', 'CS571']"
Tyler Smith,tylersmith@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI160', 'MATSCI164', 'MATSCI194', 'MATSCI195', 'MATSCI197', 'MATSCI207', 'MATSCI353', 'MATSCI84N']"
George Falcon,georgefalcon@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS231A', 'CS246', 'CS269G', 'CS273A', 'CS274']"
Mike Sears,mikesears@stanford.edu,2020,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME140', 'ME218C', 'ME289B', 'ME28SI', 'ME358', 'ME390', 'ME453B', 'ME457']"
Gregory Harkey,gregoryharkey@stanford.edu,2018,male,White,Civil and Environmental Engineering,"['CEE120C', 'CEE162A', 'CEE246B', 'CEE262C', 'CEE262G', 'CEE266A', 'CEE273', 'CEE32Q']"
Charles Smith,charlessmith@stanford.edu,2020,male,White,Mechanical Engineering,"['ME10N', 'ME224', 'ME260', 'ME284B', 'ME365', 'ME388', 'ME413', 'ME461']"
John Ross,johnross@stanford.edu,2019,male,Asian,Materials Science and Engineering,"['MATSCI144', 'MATSCI150', 'MATSCI152', 'MATSCI190', 'MATSCI203', 'MATSCI303', 'MATSCI343', 'MATSCI82N']"
Daniel Jeffery,danieljeffery@stanford.edu,2021,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA109Q', 'AA119N', 'AA122N', 'AA215A', 'AA244A', 'AA279C', 'AA279D', 'AA283']"
George Jones,georgejones@stanford.edu,2018,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME103D', 'ME115C', 'ME13AX', 'ME216M', 'ME308', 'ME338', 'ME376C', 'ME429']"
Lakesha Strelow,lakeshastrelow@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI142', 'MATSCI161', 'MATSCI164', 'MATSCI203', 'MATSCI205', 'MATSCI230', 'MATSCI323', 'MATSCI82N']"
John Laboy,johnlaboy@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS131', 'CS142', 'CS161', 'CS247L', 'CS269G', 'CS547']"
Sharon Harvey,sharonharvey@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG10', 'CHEMENG12SC', 'CHEMENG25E', 'CHEMENG300', 'CHEMENG459', 'CHEMENG520', 'CHEMENG60Q', 'CHEMENG699']"
James Ford,jamesford@stanford.edu,2020,male,Asian,Bioengineering,"['BIOE101', 'BIOE238', 'BIOE301A', 'BIOE334', 'BIOE335', 'BIOE372', 'BIOE44', 'BIOE51']"
Norman Rushing,normanrushing@stanford.edu,2020,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS161', 'CS198', 'CS377U']"
James Bass,jamesbass@stanford.edu,2020,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE133F', 'CEE162D', 'CEE241C', 'CEE260A', 'CEE263C', 'CEE271D', 'CEE271M', 'CEE274P']"
Scott Martinez,scottmartinez@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS225A', 'CS390V', 'CS390W', 'CS53SI', 'CS62N']"
Adam Baker,adambaker@stanford.edu,2019,male,White,Electrical Engineering,"['EE100', 'EE102B', 'EE236AL', 'EE300', 'EE356A', 'EE369C', 'EE371', 'EE414']"
Edward Keshishian,edwardkeshishian@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS106A', 'CS196', 'CS327A', 'CS344', 'CS352', 'CS390T', 'CS9']"
Patricia Padron,patriciapadron@stanford.edu,2018,female,Asian,Aeronautics and Astronautics,"['AA109Q', 'AA122N', 'AA229', 'AA236A', 'AA244B', 'AA279D', 'AA294', 'AA47SI']"
Manuel Hill,manuelhill@stanford.edu,2020,male,White,Chemical Engineering,"['CHEMENG150', 'CHEMENG183', 'CHEMENG185A', 'CHEMENG20', 'CHEMENG25B', 'CHEMENG521', 'CHEMENG522', 'CHEMENG600']"
Kathleen Granada,kathleengranada@stanford.edu,2021,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG110', 'CHEMENG12SC', 'CHEMENG150', 'CHEMENG196', 'CHEMENG242', 'CHEMENG25E', 'CHEMENG340', 'CHEMENG501']"
Joette Meister,joettemeister@stanford.edu,2018,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106L', 'CS143', 'CS192', 'CS390S', 'CS476B']"
Vickie Zamora,vickiezamora@stanford.edu,2018,female,Asian,Bioengineering,"['BIOE141A', 'BIOE221G', 'BIOE227', 'BIOE284B', 'BIOE32Q', 'BIOE372', 'BIOE375B', 'BIOE70Q']"
Patricia Mccabe,patriciamccabe@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS101', 'CS103', 'CS106A', 'CS106B', 'CS109', 'CS20', 'CS373', 'CS377C']"
Marjorie Violette,marjorieviolette@stanford.edu,2020,female,Black or African American,Materials Science and Engineering,"['MATSCI198', 'MATSCI199', 'MATSCI205', 'MATSCI230', 'MATSCI299', 'MATSCI346', 'MATSCI358', 'MATSCI801']"
Dorothy Williams,dorothywilliams@stanford.edu,2019,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS166', 'CS248', 'CS390Q', 'CS448I']"
Beatrice Jackson,beatricejackson@stanford.edu,2019,female,Other,Computer Science,"['CS103', 'CS106A', 'CS109L', 'CS161', 'CS194', 'CS254', 'CS275', 'CS399P']"
Stuart Flory,stuartflory@stanford.edu,2018,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS109', 'CS140E', 'CS194W', 'CS345S']"
Lillian Stiles,lillianstiles@stanford.edu,2021,female,White,Mechanical Engineering,"['ME101', 'ME202', 'ME245', 'ME24N', 'ME318', 'ME347', 'ME354', 'ME451C']"
Harold Zwolinski,haroldzwolinski@stanford.edu,2021,male,Other,Civil and Environmental Engineering,"['CEE175Q', 'CEE179A', 'CEE217', 'CEE243', 'CEE270B', 'CEE301', 'CEE364F', 'CEE378D']"
Jill Hopwood,jillhopwood@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS140', 'CS193S', 'CS232', 'CS244']"
Charles Tuholski,charlestuholski@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE124', 'CEE199H', 'CEE244', 'CEE263A', 'CEE275C', 'CEE278C', 'CEE284', 'CEE362A']"
Carmen Poland,carmenpoland@stanford.edu,2020,female,Black or African American,Materials Science and Engineering,"['MATSCI100', 'MATSCI156', 'MATSCI173', 'MATSCI174', 'MATSCI175', 'MATSCI192', 'MATSCI311', 'MATSCI331']"
Kyle Tavares,kyletavares@stanford.edu,2018,female,Asian,Materials Science and Engineering,"['MATSCI161', 'MATSCI190', 'MATSCI201', 'MATSCI203', 'MATSCI230', 'MATSCI312', 'MATSCI322', 'MATSCI323']"
Matthew Doyle,matthewdoyle@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E140X', 'MS&E20', 'MS&E252', 'MS&E260', 'MS&E314', 'MS&E333', 'MS&E450', 'MS&E52']"
Dawn Taylor,dawntaylor@stanford.edu,2020,female,Asian,Electrical Engineering,"['EE100', 'EE124', 'EE191', 'EE212', 'EE214A', 'EE230', 'EE290A', 'EE332']"
Gary Fortney,garyfortney@stanford.edu,2021,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS192', 'CS241', 'CS269O', 'CS344', 'CS377D']"
Barbara Perez,barbaraperez@stanford.edu,2020,female,Black or African American,Aeronautics and Astronautics,"['AA108N', 'AA208', 'AA214A', 'AA236A', 'AA240B', 'AA241X', 'AA284A', 'AA294']"
Albert Ryan,albertryan@stanford.edu,2021,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME310C', 'ME310I', 'ME319', 'ME325', 'ME347', 'ME66SI', 'ME70', 'ME801']"
Jesse Mcauley,jessemcauley@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS103A', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS377U', 'CS801']"
Lynn Bergeron,lynnbergeron@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS247', 'CS294W', 'CS340', 'CS390S']"
Hee Santos,heesantos@stanford.edu,2019,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS230', 'CS250', 'CS390P']"
Jeffrey Pelletier,jeffreypelletier@stanford.edu,2020,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS241', 'CS333', 'CS379C', 'CS399', 'CS7']"
Karen Johnson,karenjohnson@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS244C', 'CS333', 'CS45N']"
Joan Tabb,joantabb@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS191W', 'CS192', 'CS193A', 'CS377C']"
Dana Wilcox,danawilcox@stanford.edu,2018,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS269O', 'CS274', 'CS300', 'CS333', 'CS476A', 'CS82']"
David Ash,davidash@stanford.edu,2019,male,White,Aeronautics and Astronautics,"['AA108N', 'AA116Q', 'AA121Q', 'AA222', 'AA228', 'AA240A', 'AA260', 'AA280']"
Roderick Sanon,rodericksanon@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS103', 'CS106A', 'CS106B', 'CS109', 'CS206', 'CS54N', 'CS83']"
Kelly Morris,kellymorris@stanford.edu,2020,female,Other,Electrical Engineering,"['EE101B', 'EE23N', 'EE293A', 'EE331', 'EE340', 'EE347', 'EE348', 'EE387']"
Margarita Vogel,margaritavogel@stanford.edu,2019,female,Asian,Civil and Environmental Engineering,"['CEE101B', 'CEE126Z', 'CEE213', 'CEE241B', 'CEE276G', 'CEE277D', 'CEE33A', 'CEE63']"
Arthur Smith,arthursmith@stanford.edu,2018,male,White,Mechanical Engineering,"['ME177', 'ME217', 'ME330', 'ME335B', 'ME346A', 'ME386', 'ME461', 'ME500']"
Jill Londo,jilllondo@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS173', 'CS194W', 'CS295', 'CS379']"
Ramon Kisicki,ramonkisicki@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI10SC', 'MATSCI145', 'MATSCI163', 'MATSCI197', 'MATSCI241', 'MATSCI316', 'MATSCI326', 'MATSCI346']"
Jeffrey Carpenter,jeffreycarpenter@stanford.edu,2021,male,Black or African American,Materials Science and Engineering,"['MATSCI161', 'MATSCI190', 'MATSCI192', 'MATSCI200', 'MATSCI203', 'MATSCI299', 'MATSCI381', 'MATSCI399']"
Karena Murray,karenamurray@stanford.edu,2019,female,Black or African American,Materials Science and Engineering,"['MATSCI100', 'MATSCI159Q', 'MATSCI163', 'MATSCI190', 'MATSCI200', 'MATSCI299', 'MATSCI331', 'MATSCI82N']"
Harold Carey,haroldcarey@stanford.edu,2018,male,Asian,Aeronautics and Astronautics,"['AA109Q', 'AA199', 'AA241A', 'AA241B', 'AA250', 'AA273', 'AA279D', 'AA300']"
Karen Barlowe,karenbarlowe@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS198', 'CS316', 'CS428', 'CS522']"
Jerome Pargo,jeromepargo@stanford.edu,2020,male,Black or African American,Management Science and Engineering,"['MS&E111', 'MS&E145', 'MS&E201', 'MS&E252', 'MS&E256A', 'MS&E355', 'MS&E379', 'MS&E454']"
Carolyn Mayette,carolynmayette@stanford.edu,2021,female,Other,Chemical Engineering,"['CHEMENG120A', 'CHEMENG185A', 'CHEMENG310', 'CHEMENG464', 'CHEMENG469', 'CHEMENG500', 'CHEMENG510', 'CHEMENG515']"
Mary Lewis,marylewis@stanford.edu,2018,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS107', 'CS124', 'CS161', 'CS232', 'CS359C']"
Jane Otto,janeotto@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS173', 'CS276', 'CS390U']"
Douglas Shiever,douglasshiever@stanford.edu,2020,male,Asian,Mechanical Engineering,"['ME125', 'ME191H', 'ME199A', 'ME308', 'ME316B', 'ME373', 'ME405', 'ME413']"
Cameron Ahn,cameronahn@stanford.edu,2020,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS272', 'CS332', 'CS348B', 'CS390D']"
Ruth Bryan,ruthbryan@stanford.edu,2018,female,Black or African American,Management Science and Engineering,"['MS&E140X', 'MS&E184', 'MS&E201', 'MS&E316', 'MS&E319', 'MS&E325', 'MS&E379', 'MS&E448']"
Lily Bennett,lilybennett@stanford.edu,2021,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E208C', 'MS&E293', 'MS&E299', 'MS&E333', 'MS&E338', 'MS&E389', 'MS&E475A', 'MS&E489']"
Jami Morehead,jamimorehead@stanford.edu,2018,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS247', 'CS261', 'CS270', 'CS448I']"
Ursula Childs,ursulachilds@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS194H', 'CS203', 'CS245', 'CS344']"
Glenn Salak,glennsalak@stanford.edu,2018,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI100', 'MATSCI142', 'MATSCI152', 'MATSCI190', 'MATSCI197', 'MATSCI200', 'MATSCI301', 'MATSCI331']"
Sandra Copeland,sandracopeland@stanford.edu,2020,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106AJ', 'CS106B', 'CS107', 'CS109', 'CS234', 'CS275B']"
James Hyatt,jameshyatt@stanford.edu,2021,male,White,Aeronautics and Astronautics,"['AA203', 'AA210B', 'AA236A', 'AA240B', 'AA244A', 'AA273', 'AA279D', 'AA284B']"
Dan Plourd,danplourd@stanford.edu,2020,male,Other,Electrical Engineering,"['EE216', 'EE271', 'EE290E', 'EE347', 'EE376D', 'EE377', 'EE385A', 'EE392AA']"
Nathan Leusink,nathanleusink@stanford.edu,2018,male,White,Bioengineering,"['BIOE158', 'BIOE225', 'BIOE282', 'BIOE301B', 'BIOE391', 'BIOE42', 'BIOE484', 'BIOE51']"
Sandra Box,sandrabox@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE107', 'EE22N', 'EE278', 'EE290B', 'EE292C', 'EE292L', 'EE293B', 'EE329']"
Shirley Hopkins,shirleyhopkins@stanford.edu,2021,female,White,Management Science and Engineering,"['MS&E180', 'MS&E237', 'MS&E293', 'MS&E312', 'MS&E313', 'MS&E321', 'MS&E330', 'MS&E447']"
Earnestine Zucco,earnestinezucco@stanford.edu,2021,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA208', 'AA228', 'AA241X', 'AA251', 'AA279B', 'AA284C', 'AA291', 'AA301']"
John Bagley,johnbagley@stanford.edu,2021,male,Black or African American,Aeronautics and Astronautics,"['AA201B', 'AA214A', 'AA215B', 'AA240B', 'AA260', 'AA271A', 'AA279D', 'AA301']"
Ray Figueroa,rayfigueroa@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE207R', 'CEE259A', 'CEE262E', 'CEE272R', 'CEE285A', 'CEE293', 'CEE307', 'CEE32T']"
Robert Padgett,robertpadgett@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS124', 'CS193X', 'CS210B', 'CS238', 'CS329M']"
Christopher Hilliard,christopherhilliard@stanford.edu,2020,male,White,Bioengineering,"['BIOE196', 'BIOE211', 'BIOE223', 'BIOE242', 'BIOE301B', 'BIOE390', 'BIOE393', 'BIOE484']"
Anne Bogner,annebogner@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA122N', 'AA229', 'AA236C', 'AA241X', 'AA242B', 'AA244A', 'AA284C', 'AA295']"
Donald Mullen,donaldmullen@stanford.edu,2019,male,Other,Electrical Engineering,"['EE109', 'EE134', 'EE252', 'EE263', 'EE290F', 'EE293A', 'EE293B', 'EE369B']"
Kelly Vasquez,kellyvasquez@stanford.edu,2018,female,Asian,Aeronautics and Astronautics,"['AA210B', 'AA215A', 'AA241X', 'AA251', 'AA257', 'AA279B', 'AA291', 'AA300']"
Jennifer Graham,jennifergraham@stanford.edu,2021,female,Black or African American,Materials Science and Engineering,"['MATSCI150', 'MATSCI151', 'MATSCI174', 'MATSCI209', 'MATSCI299', 'MATSCI302', 'MATSCI311', 'MATSCI400']"
Jung Hernandez,junghernandez@stanford.edu,2020,female,Other,Materials Science and Engineering,"['MATSCI172', 'MATSCI174', 'MATSCI200', 'MATSCI203', 'MATSCI230', 'MATSCI312', 'MATSCI400', 'MATSCI84N']"
Lauren Salviejo,laurensalviejo@stanford.edu,2021,female,Other,Chemical Engineering,"['CHEMENG174', 'CHEMENG190H', 'CHEMENG25E', 'CHEMENG31N', 'CHEMENG444', 'CHEMENG516', 'CHEMENG523', 'CHEMENG60Q']"
Nicole Navarez,nicolenavarez@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS161', 'CS196', 'CS240', 'CS327A', 'CS379', 'CS390U']"
Edna Andrews,ednaandrews@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS105', 'CS106A', 'CS106B', 'CS109', 'CS140E', 'CS161', 'CS83']"
Jeanine Dickens,jeaninedickens@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS173', 'CS194W', 'CS329']"
Corina Robertson,corinarobertson@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI156', 'MATSCI164', 'MATSCI174', 'MATSCI193', 'MATSCI199', 'MATSCI201', 'MATSCI311', 'MATSCI358']"
Rodney Davis,rodneydavis@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI152', 'MATSCI161', 'MATSCI163', 'MATSCI194', 'MATSCI198', 'MATSCI203', 'MATSCI320', 'MATSCI322']"
Debra Snyder,debrasnyder@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS148', 'CS161', 'CS183E', 'CS325B', 'CS329M']"
Tonya Sharp,tonyasharp@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA118N', 'AA203', 'AA208', 'AA214B', 'AA242A', 'AA272C', 'AA272D', 'AA802']"
Sylvia Brockington,sylviabrockington@stanford.edu,2021,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS108', 'CS227B', 'CS373', 'CS399P']"
Michael Melendez,michaelmelendez@stanford.edu,2019,male,Other,Bioengineering,"['BIOE122', 'BIOE201C', 'BIOE224', 'BIOE231', 'BIOE244', 'BIOE281', 'BIOE301C', 'BIOE377']"
Frederick Wagner,frederickwagner@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS110', 'CS194H', 'CS224N', 'CS244', 'CS393', 'CS49N']"
Eugene Calder,eugenecalder@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE103', 'BIOE196', 'BIOE219', 'BIOE223', 'BIOE261', 'BIOE300C', 'BIOE392', 'BIOE51']"
Maria Mendoza,mariamendoza@stanford.edu,2021,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS161', 'CS294H', 'CS340', 'CS377U', 'CS424M']"
Jonathan Paulding,jonathanpaulding@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE100', 'CEE124Z', 'CEE175S', 'CEE258B', 'CEE262C', 'CEE269A', 'CEE328A', 'CEE399']"
